order_id,order_date,store_id,city,country,product,category,quantity,unit_price,total_amount,payment_method,order_type,customer_age,rating
ORD-157660,2023-11-02 19:19:00,KFC-006,Dubai,UAE,Twister,Wraps,5,520,2600,Online,,56.0,4.2
ORD-159305,2023-02-05 15:43:00,KFC-002,Lahore,Pakistan,Pepsi (Regular),Beverages,4,150,600,CARD,Takeaway,21.0,2.3
ORD-123139,2025-04-25 17:57:00,KFC-004,Rawalpindi,Pakistan,Boneless Bucket,Buckets,5,1650,8250,cash,delivery,20.0,1.6
ORD-190839,2023-09-03 10:15:00,KFC-001,Islamabad,Pakistan,Mighty Zinger,Burgers,4,890,3560,Card,Dine-In,53.0,3.1
ORD-193276,2025-04-05 18:07:00,KFC-002,Lahore,Pakistan,Mighty Zinger,Burgers,501,890,445890,CARD,Takeaway,15.0,1.1
ORD-197830,2023-09-04 14:57:00,KFC-006,Dubai,UAE,Chicken Bucket (8 pcs),Buckets,2,1850,3700,Card,TAKEAWAY,64.0,2.0
ORD-110686,2025-04-13 17:19:00,KFC-008,Manchester,UK,Dinner Meal,Meals,1,990,990,online ,delivery,22.0,3.3
ORD-177731,11-08-2024,KFC-006,Dubai,UAE,Hot Wings (5 pcs),Chicken,4,480,1920,cash,TAKEAWAY,26.0,4.3
ORD-134832,2023-07-31 10:20:00,KFC-003,Karachi,Pakistan,Krunch Burger,Burgers,4,380,1520,Online,delivery,53.0,2.5
ORD-186111,2023-05-12 13:58:00,KFC-006,Dubai,UAE,Mighty Zinger,Burgers,1,890,890,Credit Card,TAKEAWAY,15.0,3.7
ORD-145068,2024-12-06 20:23:00,KFC-004,Rawalpindi,Pakistan,Twister,Wraps,1,520,520,Online,Dine-In,28.0,
ORD-146970,2023-03-26 13:50:00,KFC-007,London,UK,Rice Bowl,Rice,1,560,560,Credit Card,Dine-In,38.0,3.5
ORD-144312,2025-11-29 10:20:00,KFC-005,Peshawar,Pakistan,Boneless Bucket,Buckets,2,1650,3300,Online,dine-in,54.0,4.6
ORD-181200,2025-11-16 10:53:00,KFC-007,London,UK,Chicken Bucket (8 pcs),Buckets,5,1850,9250,online ,dine-in,19.0,3.1
ORD-182110,2023-10-01 11:12:00,KFC-008,Manchester,UK,Chicken Bucket (8 pcs),Buckets,4,1850,7400,Online,TAKEAWAY,39.0,2.4
ORD-185346,2023-12-20 11:38:00,KFC-007,London,UK,Mighty Zinger,Burgers,5,890,4450,cash,,61.0,4.8
ORD-160105,2025-09-16 18:04:00,KFC-003,Karachi,Pakistan,Krunch Burger,Burgers,4,380,1520,Online,dine-in,36.0,3.5
ORD-192460,2023-12-26 14:13:00,KFC-002,lahore,Pakistan,Mighty Zinger,Burgers,5,890,4450,Online,Takeaway,25.0,1.3
ORD-120800,2024-06-10 16:12:00,KFC-007,London,UK,Pepsi (Regular),Beverages,3,150,450,CARD,Delivery,33.0,2.1
ORD-120935,2023-11-19 22:14:00,KFC-004,Pindi,Pakistan,Mighty Zinger,Burgers,3,890,2670,CARD,,22.0,4.5
ORD-141626,2024-05-09 17:43:00,KFC-005 ,Peshawar,Pakistan,Fries (Large),Sides,1,320,320,Cash,Delivery,39.0,
ORD-121869,2025-06-29 13:26:00,KFC-008,Manchester,UK,Fries (Large),Sides,2,320,640,cash,dine-in,24.0,3.6
ORD-105610,2025-06-15 17:42:00,KFC-006,Dubai,UAE,Chicky Meal,Meals,2,750,1500,Credit Card,Delivery,27.0,2.5
ORD-193179,2025-10-15 22:08:00,KFC-001,Islamabad,Pakistan,Mighty Zinger,Burgers,4,890,3560,Credit Card,delivery,21.0,3.0
ORD-132800,2024-08-02 14:35:00,KFC-007,London,UK,Zinger Burger,Burgers,2,650,1300,Online,dine-in,35.0,2.2
ORD-103871,10/10/2023,KFC-005,Peshawar,Pakistan,Chicken Bucket (8 pcs),Buckets,2,1850,3700,Credit Card,dine-in,22.0,
ORD-155278,2023-03-08 10:00:00,KFC-004,Rawalpindi,Pakistan,Boneless Bucket,Buckets,4,1650,6600,online ,delivery,62.0,4.1
ORD-100221,2024/06/24 10:16,KFC-002,Lahore,Pakistan,Coleslaw,Sides,3,180,540,Card,Delivery,57.0,
ORD-176229,2023-09-16 12:09:00,KFC-005,Peshawar,Pakistan,Boneless Bucket,Buckets,1,1650,1650,online ,Dine-In,48.0,5.0
ORD-119043,2023-12-20 19:50:00,KFC-008,Manchester,UK,Fries (Large),Sides,4,320,1280,Cash,TAKEAWAY,30.0,2.6
ORD-107983,2024-05-26 14:27:00,KFC-008,Manchester,UK,Dinner Meal,Meals,2,990,1980,Card,Delivery,23.0,1.9
ORD-110791,2024-04-17 19:31:00,KFC-008,Manchester,UK,Twister,Wraps,4,520,2080,cash,Dine-In,63.0,2.5
ORD-157834,2025-11-30 21:58:00,KFC-004,Rawalpindi,Pakistan,Fries (Regular),Sides,4,220,880,Card,Dine-In,61.0,2.7
ORD-174546,2025-11-14 19:31:00,KFC-005,Peshawar,Pakistan,Rice Bowl,Rice,3,560,1680,cash,Takeaway,24.0,2.4
ORD-152779,06-05-2025,KFC-007,London,UK,Pepsi (Regular),,3,150,450,Credit Card,TAKEAWAY,58.0,3.3
ORD-131246,2023-05-21 21:56:00,KFC-004,Pindi,Pakistan,Coleslaw,Sides,4,180,720,online ,Dine-In,29.0,4.0
ORD-147730,2024-06-05 22:54:00,KFC-004,Rawalpindi,Pakistan,Mighty Zinger,Burgers,4,890,3560,Cash,delivery,41.0,1.0
ORD-176345,2024-05-28 20:12:00,KFC-003,Karachi,Pakistan,Pepsi (Large),Beverages,4,220,880,cash,TAKEAWAY,59.0,4.3
ORD-154679,2023-04-06 15:29:00,KFC-008,Manchester,UK,Chicky Meal,Meals,1,750,750,Credit Card,Takeaway,21.0,3.1
ORD-100551,2023-12-23 15:32:00,KFC-006,Dubai,UAE,Pepsi (Large),Beverages,4,220,880,Online,Takeaway,47.0,3.4
ORD-125756,2025-08-27 14:40:00,KFC-001 ,Islamabad,Pakistan,Mighty Zinger,Burgers,2,890,1780,Cash,delivery,21.0,1.3
ORD-182479,12-09-2024,KFC-002,Lahore,Pakistan,Coleslaw,Sides,1,180,180,CARD,dine-in,55.0,2.7
ORD-101498,2023/10/14 22:27,KFC-007,London,UK,Pepsi (Large),Beverages,5,220,1100,online ,Delivery,58.0,3.0
ORD-132623,01-24-2023,KFC-003,Karachi ,Pakistan,Dinner Meal,Meals,3,990,2970,Credit Card,Dine-In,56.0,1.4
ORD-158038,2024-11-29 12:45:00,KFC-003,Karachi ,Pakistan,Fries (Large),Sides,5,320,1600,cash,TAKEAWAY,57.0,2.6
ORD-147687,2023-06-17 15:12:00,KFC-004,Rawalpindi,Pakistan,Rice Bowl,Rice,5,560,2800,Online,dine-in,37.0,2.2
ORD-152937,2025-05-08 22:30:00,KFC-002,Lahore,Pakistan,Pepsi (Regular),Beverages,3,150,450,CARD,dine-in,21.0,1.4
ORD-191878,2024-09-18 18:55:00,KFC-006,Dubai,UAE,Mighty Zinger,Burgers,5,890,4450,cash,,21.0,1.3
ORD-135040,2023-07-12 20:47:00,KFC-003,Karachi,Pakistan,Coleslaw,Sides,3,180,540,Cash,delivery,19.0,1.0
ORD-165282,2023-04-24 17:53:00,KFC-005,Peshawar,Pakistan,Pepsi (Regular),Beverages,5,150,750,cash,dine-in,35.0,3.1
ORD-181102,2023-06-26 20:11:00,KFC-006,Dubai,UAE,Mighty Zinger,Burgers,2,890,1780,Online,TAKEAWAY,28.0,2.5
ORD-132988,2025-08-09 12:31:00,KFC-008,Manchester,UK,Chicky Meal,Meals,1,750,750,Credit Card,Delivery,20.0,3.8
ORD-134651,2025-10-15 13:40:00,KFC-002,Lahore,Pakistan,Coleslaw,Sides,4,180,720,Cash,delivery,35.0,2.4
ORD-174012,25-Nov-2023,KFC-005,Peshawar,Pakistan,Zinger Burger,Burgers,3,650,1950,Online,delivery,29.0,1.6
ORD-101708,2023-06-25 10:39:00,KFC-001,Islamabad,Pakistan,Mighty Zinger,Burgers,5,890,4450,online ,Dine-In,,3.2
ORD-193009,2024-01-23 13:21:00,KFC-003,Karachi,Pakistan,Dinner Meal,Meals,1,990,990,Online,Takeaway,,2.9
ORD-190462,2023-10-27 17:18:00,KFC-001,Islamabad,Pakistan,Zinger Burger,Burgers,2,650,1300,cash,Takeaway,53.0,3.4
ORD-184179,2025-06-09 17:18:00,KFC-007,London,UK,Boneless Bucket,Buckets,2,1650,3300,Online,Dine-In,17.0,1.0
ORD-157599,2024-02-17 19:01:00,KFC-004,Pindi,Pakistan,Hot Wings (5 pcs),Chicken,1,480,480,cash,,61.0,2.0
ORD-145623,2023-10-05 15:31:00,KFC-006,Dubai,UAE,Chicken Bucket (8 pcs),Buckets,1,1850,1850,Card,TAKEAWAY,52.0,1.2
ORD-132854,2025-01-29 21:58:00,KFC-006,Dubai,UAE,Pepsi (Large),Beverages,2,220,440,Credit Card,dine-in,26.0,4.2
ORD-192928,2025-07-23 13:01:00,KFC-008,Manchester,UK,Rice Bowl,Rice,4,560,2240,Credit Card,delivery,24.0,5.0
ORD-136560,2024-03-04 21:24:00,KFC-003,Karachi,Pakistan,Zinger Burger,Burgers,2,650,1300,Card,Takeaway,61.0,
ORD-113970,2023-08-31 13:18:00,KFC-008,Manchester,UK,Hot Wings (5 pcs),Chicken,5,480,2400,,delivery,58.0,4.4
ORD-104232,2025-08-11 17:00:00,KFC-008,Manchester,UK,Rice Bowl,Rice,4,560,2240,Card,Takeaway,24.0,
ORD-142871,2023-03-28 16:58:00,KFC-004,Rawalpindi,Pakistan,Krunch Burger,Burgers,5,380,1900,CARD,dine-in,55.0,1.3
ORD-194311,2023-10-07 22:11:00,KFC-001,Islamabad,Pakistan,Hot Wings (5 pcs),Chicken,5,480,2400,Credit Card,Takeaway,43.0,3.3
ORD-131173,2025-03-12 20:57:00,KFC-007,London,UK,Dinner Meal,Meals,4,990,3960,online ,Dine-In,,3.7
ORD-133061,2024-04-21 22:14:00,KFC-003,Karachi,Pakistan,Chicken Bucket (8 pcs),Buckets,4,1850,7400,Credit Card,TAKEAWAY,24.0,1.7
ORD-181878,09-18-2024,KFC-005,Peshawar,Pakistan,Pepsi (Regular),Beverages,1,150,150,online ,delivery,35.0,2.1
ORD-187194,19/06/2023,KFC-001,Islamabad,Pakistan,Twister,Wraps,4,520,2080,,dine-in,51.0,4.9
ORD-172867,2023-01-20 20:15:00,KFC-001,Islamabad,Pakistan,Rice Bowl,Rice,2,560,1120,CARD,Dine-In,64.0,3.1
ORD-112088,2023-12-05 11:14:00,KFC-004,Rawalpindi,Pakistan,Hot Wings (5 pcs),Chicken,4,480,1920,CARD,Delivery,45.0,2.6
ORD-115622,2023-08-01 13:53:00,KFC-004,rawalpindi,Pakistan,Coleslaw,Sides,3,180,540,Card,Dine-In,32.0,4.2
ORD-144844,2023-12-14 16:21:00,KFC-007,London,UK,Hot Wings (5 pcs),Chicken,4,480,1920,Card,dine-in,42.0,4.4
ORD-169568,2025-11-02 12:04:00,KFC-007,London,UK,Fries (Regular),Sides,4,220,880,Card,dine-in,39.0,2.7
ORD-102506,2025-11-26 17:40:00,KFC-007,London,UK,Mighty Zinger,Burgers,2,890,1780,online ,delivery,,3.7
ORD-173771,2023-07-09 21:52:00,KFC-001,islamabad,Pakistan,Regular Fries,Sides,4,220,880,Cash,delivery,18.0,2.7
ORD-185206,2025-02-18 11:17:00,KFC-008,Manchester,UK,Twister,Wraps,2,520,1040,cash,,47.0,4.7
ORD-146922,2025-07-15 16:53:00,KFC-006,Dubai,UAE,Chicken Bucket (8 pcs),Buckets,5,1850,9250,Online,Delivery,,4.2
ORD-184621,2024-03-21 12:37:00,KFC-003,Karachi,Pakistan,Zinger burger,Burgers,4,650,2600,CARD,Takeaway,44.0,2.8
ORD-104932,2023-05-10 12:34:00,KFC-008,Manchester,UK,Zinger Burger,Burgers,2,650,1300,online ,TAKEAWAY,35.0,3.2
ORD-131944,2023-10-28 15:59:00,KFC-001,,Pakistan,Chicken Bucket (8 pcs),Buckets,3,1850,5550,Online,TAKEAWAY,61.0,2.0
ORD-145100,2023/12/28 12:32,KFC-004,Pindi,Pakistan,Mighty Zinger,Burgers,3,890,2670,online ,TAKEAWAY,56.0,
ORD-134332,2023-08-07 11:37:00,KFC-002,Lahore,Pakistan,Chicken Bucket (8 pcs),Buckets,4,1850,7400,cash,Dine-In,16.0,
ORD-178152,2025-10-06 17:22:00,KFC-005,Peshawar,Pakistan,Krunch Burger,Burgers,2,380,760,Online,Dine-In,23.0,2.6
ORD-178395,2025-08-25 10:26:00,KFC-004,Rawalpindi,Pakistan,Hot Wings,Chicken,4,480,1920,Card,Takeaway,15.0,3.3
ORD-193183,2024-10-26 15:10:00,KFC-008,Manchester,UK,Dinner Meal,Meals,3,990,2970,online ,Delivery,30.0,3.1
ORD-144217,2025-06-21 15:03:00,KFC-001,Islamabad,Pakistan,Krunch Burger,Burgers,2,380,760,Card,Takeaway,,
ORD-158428,2023-08-27 12:01:00,KFC-002,lahore,Pakistan,Mighty Zinger,Burgers,4,890,3560,online ,dine-in,54.0,4.6
ORD-121237,2025-01-10 12:25:00,KFC-007,London,UK,Rice Bowl,Rice,2,560,1120,Cash,dine-in,57.0,2.3
ORD-136626,2023-07-10 10:16:00,KFC-001,Islamabad,Pakistan,Twister,Wraps,4,520,2080,cash,dine-in,25.0,4.5
ORD-103935,2025-06-13 16:44:00,KFC-006,Dubai,UAE,Rice Bowl,Rice,2,560,1120,Card,Takeaway,58.0,2.5
ORD-136379,2024-04-14 13:42:00,KFC-001,Islambad,Pakistan,Mighty Zinger,Burgers,1,890,890,Online,Takeaway,22.0,4.1
ORD-191443,2024-01-28 14:03:00,KFC-008,Manchester,UK,Dinner Meal,Meals,4,990,3960,Online,Dine-In,21.0,1.7
ORD-166841,2024-06-09 20:32:00,KFC-008,Manchester,UK,Boneless Bucket,Buckets,3,1650,4950,Cash,Dine-In,35.0,3.7
ORD-178501,2025-08-19 14:56:00,KFC-002,Lahore,Pakistan,Boneless Bucket,Buckets,1,1650,1650,Online,,42.0,2.6
ORD-172618,2024-02-04 20:36:00,KFC-008,Manchester,UK,Fries (Large),Sides,3,320,960,CARD,delivery,64.0,4.8
ORD-173991,2023-08-08 18:39:00,KFC-008,Manchester,UK,Chicken Bucket (8 pcs),Buckets,3,1850,5550,online ,Delivery,61.0,1.1
ORD-121585,2023-03-10 15:01:00,KFC-007 ,London,UK,Fries (Regular),Sides,1,220,220,Credit Card,Dine-In,22.0,1.1
ORD-133769,2024-08-29 22:32:00,KFC-007,London,UK,Mighty Zinger,Burgers,2,890,1780,Online,Dine-In,19.0,1.6
ORD-100599,2024-09-10 16:33:00,KFC-006,Dubai,UAE,Hot Wings (5 pcs),Chicken,2,480,960,Credit Card,Takeaway,21.0,2.0
ORD-103639,2023-06-09 22:24:00,KFC-004,rawalpindi,Pakistan,Boneless Bucket,Buckets,5,1650,8250,Cash,Dine-In,32.0,3.9
ORD-112139,2025-12-25 13:26:00,KFC-005,Peshawar,Pakistan,Chicken Bucket (8 pcs),Buckets,1,1850,1850,cash,dine-in,44.0,2.1
ORD-151369,2025-07-05 19:09:00,KFC-006,Dubai,UAE,Pepsi (Regular),Beverages,5,150,750,CARD,TAKEAWAY,57.0,4.1
ORD-161825,28/06/2025,KFC-007,London,UK,Boneless Bucket,Buckets,1,1650,1650,Cash,delivery,46.0,3.3
ORD-133401,2023-12-08 21:25:00,KFC-004,Rawalpindi,Pakistan,Mighty Zinger,Burgers,4,890,3560,online ,TAKEAWAY,58.0,3.5
ORD-108088,2023-01-04 14:49:00,KFC-006,Dubai,UAE,Krunch Burger,Burgers,5,380,1900,CARD,dine-in,19.0,3.9
ORD-192096,2024-03-06 18:03:00,KFC-003,Karachi,Pakistan,Dinner Meal,Meals,1,990,990,Cash,dine-in,,4.3
ORD-117229,2023-08-08 10:49:00,KFC-004,Rawalpindi,Pakistan,Krunch Burger,Burgers,2,380,760,Credit Card,dine-in,59.0,
ORD-147452,2025-02-16 18:44:00,KFC-008,Manchester,UK,Mighty Zinger,Burgers,3,890,2670,Cash,Dine-In,43.0,1.8
ORD-109501,2023-07-07 15:28:00,KFC-003,Karrachi,Pakistan,Hot Wings (5 pcs),Chicken,1,480,480,Online,dine-in,61.0,4.0
ORD-194920,2024-08-17 10:32:00,KFC-007,London,UK,Dinner Meal,Meals,2,990,1980,online ,Delivery,49.0,4.1
ORD-136842,2025-09-10 12:57:00,KFC-003,Karachi,Pakistan,Mighty Zinger,Burgers,1,890,890,CARD,Delivery,61.0,
ORD-146186,2024-01-07 15:53:00,KFC-006,Dubai,UAE,Dinner Meal,Meals,2,990,1980,online ,dine-in,51.0,
ORD-120563,08-13-2025,KFC-008,Manchester,UK,Chicken Bucket (8 pcs),Buckets,4,1850,7400,Credit Card,TAKEAWAY,36.0,4.1
ORD-194697,2025-09-18 13:41:00,KFC-002,Lahore,Pakistan,Hot Wings (5 pcs),Chicken,5,480,2400,Credit Card,dine-in,46.0,2.4
ORD-133952,2025-07-31 17:32:00,KFC-004,Rawalpindi,Pakistan,Pepsi (Regular),,4,150,600,Card,delivery,45.0,3.8
ORD-163277,2025-10-30 16:08:00,KFC-004,Rawalpindi,Pakistan,Pepsi (Regular),Beverages,1,150,150,Online,Takeaway,52.0,4.2
ORD-126011,2025-07-19 21:34:00,KFC-007,London,UK,Krunch Burger,Burgers,4,380,1520,,Dine-In,62.0,2.2
ORD-183757,2025-07-03 22:24:00,KFC-007,London,UK,Dinner Meal,Meals,1,990,990,Cash,Takeaway,43.0,2.2
ORD-199737,2023-02-14 11:23:00,KFC-004,Rawalpindi,Pakistan,Fries (Regular),Sides,1142,220,251240,Credit Card,delivery,61.0,2.0
ORD-151318,2025-10-12 12:35:00,KFC-002,Lahore ,Pakistan,Fries (Large),Sides,4,320,1280,Card,dine-in,59.0,2.4
ORD-199052,2023-05-14 19:15:00,KFC-007,London,UK,Chicky Meal,Meals,1,750,750,Cash,Takeaway,28.0,3.8
ORD-162054,2023-11-20 14:59:00,KFC-006,Dubai,UAE,Mighty Zinger,Burgers,3,890,2670,cash,TAKEAWAY,40.0,3.1
ORD-170138,2025-06-25 17:20:00,KFC-006,Dubai,UAE,Chicky Meal,Meals,5,750,3750,online ,Delivery,17.0,1.3
ORD-136742,2024-12-26 20:07:00,KFC-002,Lahore,Pakistan,Pepsi (Regular),Beverages,1,150,150,Cash,Delivery,64.0,1.0
ORD-143984,2025-10-12 11:55:00,KFC-008,Manchester,UK,Fries (Large),Sides,1,320,320,Cash,Delivery,64.0,4.8
ORD-116426,2023-10-23 13:17:00,KFC-006,Dubai,UAE,Mighty Zinger,Burgers,4,890,3560,Credit Card,Dine-In,54.0,1.3
ORD-184799,2023-07-26 17:35:00,KFC-003,karachi,Pakistan,Twister,Wraps,4,520,2080,Cash,Delivery,47.0,1.3
ORD-198994,2025-06-07 17:37:00,KFC-007,London,UK,Boneless Bucket,Buckets,3,1650,4950,Cash,delivery,,4.7
ORD-137286,2024-02-25 21:50:00,KFC-004,Rawalpindi,Pakistan,Hot Wings (5 pcs),Chicken,2,480,960,cash,dine-in,41.0,4.5
ORD-180170,2023-08-25 13:17:00,KFC-006,Dubai,UAE,Coleslaw,Sides,1,180,180,Cash,delivery,18.0,4.6
ORD-184257,2024-06-16 10:22:00,KFC-002,Lahore,Pakistan,Coleslaw,,3,180,540,Card,Delivery,32.0,4.9
ORD-168994,2024-01-17 19:36:00,KFC-002,Lahore,Pakistan,Mighty Zinger,Burgers,3,890,2670,Credit Card,Dine-In,57.0,3.7
ORD-149829,2023-05-04 13:57:00,KFC-007,London,UK,Regular Fries,Sides,5,220,1100,CARD,Dine-In,,1.4
ORD-106872,2024-05-16 17:07:00,KFC-002,,Pakistan,Boneless Bucket,Buckets,1,1650,1650,online ,delivery,17.0,2.0
ORD-195241,2023-03-31 10:01:00,KFC-001,Islamabad,Pakistan,Zinger burger,Burgers,4,650,2600,Card,delivery,25.0,2.0
ORD-164926,2024-08-07 14:34:00,KFC-003,Karachi,Pakistan,Dinner Meal,Meals,4,990,3960,Cash,Takeaway,32.0,2.8
ORD-144662,2024-06-10 15:12:00,KFC-008,Manchester,UK,Fries (Regular),Sides,4,220,880,Online,Takeaway,25.0,3.2
ORD-195610,2023-05-18 14:30:00,KFC-007,London,UK,Pepsi (Regular),Beverages,5,150,750,Online,Dine-In,33.0,4.9
ORD-150529,2023-09-13 20:33:00,KFC-003,Karachi,Pakistan,Twister,Wraps,1,520,520,Credit Card,TAKEAWAY,22.0,4.4
ORD-185459,2024-02-23 21:20:00,KFC-005,Peshawar,Pakistan,Regular Fries,Sides,1,220,220,Card,delivery,31.0,1.5
ORD-107061,2023-12-09 18:12:00,KFC-001,Islamabad,Pakistan,Dinner Meal,Meals,3,990,2970,Online,delivery,44.0,4.3
ORD-189800,2024-03-30 15:50:00,KFC-007,London,UK,Twister,Wraps,2,520,1040,Cash,TAKEAWAY,25.0,3.4
ORD-158786,2023-04-14 10:40:00,KFC-004,Pindi,Pakistan,Zinger Burger,Burgers,2,650,1300,online ,TAKEAWAY,60.0,1.6
ORD-101023,2024-11-16 20:37:00,KFC-003,Karachi ,Pakistan,Twister,Wraps,1,520,520,Cash,Dine-In,35.0,3.9
ORD-136494,27-Nov-2023,KFC-006,Dubai,UAE,Pepsi (Large),Beverages,4,220,880,cash,Takeaway,26.0,4.8
ORD-123573,2025-07-09 12:56:00,KFC-003,Karachi,Pakistan,Fries (Large),Sides,4,320,1280,Online,Takeaway,20.0,2.8
ORD-125479,2023-12-16 21:11:00,KFC-004,Rawalpindi ,Pakistan,Twister,Wraps,888,520,461760,Cash,delivery,29.0,3.0
ORD-120048,2023-08-03 21:16:00,KFC-004,Rawalpindi,Pakistan,Coleslaw,Sides,4,180,720,online ,Delivery,18.0,1.0
ORD-135659,2023-11-12 11:16:00,KFC-007,London,UK,Mighty Zinger,Burgers,4,890,3560,Cash,TAKEAWAY,58.0,3.7
ORD-112923,2023-07-03 22:24:00,KFC-002,Lahore ,Pakistan,Rice Bowl,Rice,1,560,560,Online,TAKEAWAY,50.0,1.5
ORD-122324,2023-01-17 13:34:00,KFC-005,Peshawar,Pakistan,Twister,Wraps,1,520,520,Card,dine-in,60.0,3.4
ORD-104957,2024-06-13 13:38:00,KFC-003,Karachi,Pakistan,Hot Wings (5 pcs),Chicken,1,480,399,Credit Card,Dine-In,42.0,3.1
ORD-135395,2025-01-22 12:54:00,KFC-008,Manchester,UK,Rice Bowl,Rice,4,560,2240,Cash,dine-in,64.0,3.9
ORD-116111,2023-10-19 13:06:00,KFC-001,Islamabad,Pakistan,Chicken Bucket (8 pcs),Buckets,4,1850,7400,online ,Delivery,49.0,1.4
ORD-160302,2023-05-08 16:37:00,KFC-008,Manchester,UK,Twister,,1,520,520,CARD,Takeaway,28.0,3.2
ORD-145864,2023-05-21 10:54:00,KFC-004,Rawalpindi,Pakistan,Pepsi (Large),Beverages,5,220,1100,Card,delivery,38.0,4.0
ORD-138174,2024-01-04 10:50:00,KFC-002,Lahore,Pakistan,Hot Wings (5 pcs),Chicken,5,480,2400,cash,Delivery,63.0,2.1
ORD-138227,2024-11-17 21:51:00,KFC-001,islamabad,Pakistan,Twister,Wraps,3,520,1560,Card,dine-in,17.0,
ORD-194686,08-Feb-2024,KFC-004,,Pakistan,Fries (Large),Sides,4,320,1280,Cash,delivery,19.0,
ORD-111564,2023-03-10 13:15:00,KFC-001,Islambad,Pakistan,Fries (Large),Sides,2,320,640,online ,dine-in,59.0,3.6
ORD-120583,2024-12-31 21:30:00,KFC-003,Karachi,Pakistan,Coleslaw,Sides,3,180,540,,dine-in,57.0,2.5
ORD-139233,2025-06-16 12:29:00,KFC-004,Rawalpindi,Pakistan,Chicky Meal,Meals,5,750,3750,cash,dine-in,27.0,1.0
ORD-172737,2023-06-15 18:25:00,KFC-007 ,London,UK,Rice Bowl,Rice,5,560,2800,CARD,Takeaway,59.0,1.7
ORD-167449,2025-08-18 16:56:00,KFC-001,ISLAMABAD,Pakistan,Chicken Bucket (8 pcs),Buckets,1,1850,1850,Card,delivery,33.0,2.5
ORD-131234,2023-05-27 12:13:00,KFC-002,Lahore ,Pakistan,Pepsi (Large),Beverages,3,220,660,Cash,Takeaway,31.0,4.4
ORD-190867,2025-10-06 16:11:00,KFC-007,London,UK,Fries (Large),Sides,3,320,960,Credit Card,dine-in,59.0,1.5
ORD-111848,2023-03-26 20:48:00,KFC-004,Pindi,Pakistan,Dinner Meal,Meals,5,990,4950,Online,Dine-In,52.0,2.9
ORD-121598,2025/01/17 14:44,KFC-006,Dubai,UAE,Chicken Bucket (8 pcs),Buckets,2,1850,3700,Cash,Delivery,30.0,
ORD-126248,2023-04-10 14:20:00,KFC-007 ,London,UK,Chicky Meal,Meals,1,750,750,online ,Dine-In,30.0,3.0
ORD-163291,2023-08-09 18:21:00,KFC-003,Karachi,Pakistan,hot wings (5 pcs),Chicken,1,480,480,Cash,delivery,46.0,4.7
ORD-133633,2024-10-16 21:46:00,KFC-008,Manchester,UK,Boneless Bucket,Buckets,3,1650,4950,Card,Takeaway,51.0,1.3
ORD-176526,2023-03-31 20:46:00,KFC-007,London,UK,Krunch Burger,Burgers,5,380,1900,CARD,delivery,17.0,1.9
ORD-110596,2025-03-03 13:14:00,KFC-008,Manchester,UK,Hot Wings (5 pcs),Chicken,1,480,480,online ,delivery,33.0,4.3
ORD-190960,2023-01-06 15:51:00,KFC-004,Rawalpindi,Pakistan,Twister,Wraps,1,520,520,Card,,19.0,4.5
ORD-126640,2025-03-19 17:45:00,KFC-004,Rawalpindi ,Pakistan,Dinner Meal,Meals,3,990,2970,Cash,Takeaway,58.0,2.3
ORD-166464,2024-04-01 12:54:00,KFC-003,Karachi,Pakistan,Coleslaw,Sides,5,180,900,CARD,Takeaway,60.0,4.6
ORD-177542,2023-05-13 18:05:00,KFC-003,Karachi,Pakistan,Pepsi (Regular),Beverages,5,150,750,Online,dine-in,23.0,3.8
ORD-171650,2024-04-21 11:29:00,KFC-002,Lahore,Pakistan,Dinner Meal,Meals,2,990,1980,Cash,Delivery,20.0,3.6
ORD-184531,2024-06-20 15:30:00,KFC-002,Lahore ,Pakistan,Twister,Wraps,1,520,520,online ,TAKEAWAY,50.0,3.9
ORD-199246,2023-09-28 21:20:00,KFC-006,Dubai,UAE,Pepsi (Large),Beverages,4,220,880,Cash,delivery,60.0,4.3
ORD-119966,2023-11-12 11:46:00,KFC-007,London,UK,Mighty Zinger,Burgers,2,890,1780,,Delivery,38.0,3.6
ORD-100479,2025-12-03 15:03:00,KFC-003,Karrachi,Pakistan,Pepsi (Regular),Beverages,5,150,750,cash,Takeaway,58.0,3.1
ORD-155993,2025-11-02 12:16:00,KFC-002,LAHORE,Pakistan,Rice Bowl,Rice,4,560,2240,Card,Delivery,51.0,2.3
ORD-199800,,KFC-006,Dubai,UAE,Twister,Wraps,2,520,1040,Card,TAKEAWAY,28.0,4.1
ORD-179668,2023-09-01 12:18:00,KFC-004,Rawalpindi,Pakistan,hot wings (5 pcs),Chicken,4,480,1920,,Dine-In,48.0,3.7
ORD-160976,2023-10-13 14:05:00,KFC-003,Karachi,Pakistan,Fries (Large),Sides,5,320,1600,Cash,Takeaway,17.0,4.4
ORD-167886,2025-01-23 21:24:00,KFC-004 ,Rawalpindi,Pakistan,Boneless Bucket,Buckets,5,1650,8250,Online,Takeaway,58.0,1.6
ORD-166411,2024-02-18 20:49:00,KFC-001,ISLAMABAD,Pakistan,Hot Wings (5 pcs),Chicken,2,480,960,online ,TAKEAWAY,59.0,4.3
ORD-155973,2025-02-24 18:00:00,KFC-001,Islamabad,Pakistan,Chicken Bucket (8 pcs),Buckets,3,1850,5550,online ,Delivery,33.0,4.4
